species,mean_trend,l95,u95,p_pos,direction,n_grid_first,n_grid_last,n_grid_delta,order_lat,family_lat,genus_lat,body_mass_g,body_length_mm,clutch_size,egg_volume_mm3,longevity_y,maturity_y,avonet_hwi,elev_range_m,avonet_range_size,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,niche_rel,diet_specialization,habitat_breadth_data,habitat_openness_avonet,migration_class,migration_score
Mergus merganser,0.0229307436829572,0.0011723393689807217,0.04451566513820575,0.975,Winner,911.4849999999999,1020.78,109.29500000000007,ANSERIFORMES,Anatidae,Mergus,1430.5,655,10.5,99488.25,14.8,1.998631074606434,46,2800,24915961.61,Riverine,3,3,Carnivore,Aquatic predator,Aquatic,0.14702154626108999,0.85297845373891,1.3001622636017993,3,3,3
Fringilla montifringilla,0.07657297205845338,0.05570281722721135,0.09588506298398441,1,Winner,425.53999999999996,969.1,543.5600000000001,PASSERIFORMES,Fringillidae,Fringilla,23.5,152,6,2305.39125,14.8,0.999315537303217,32.5,3050,13666715.85,Forest,1,3,Herbivore,Omnivore,Generalist,0.1761723700887199,0.8238276299112801,1.3260578879083296,1,3,3
Passer cinnamomeus,0.02096704446393457,-0.003556557897689739,0.043207094474043514,0.945,Neutral,378.71999999999997,680.51,301.79,PASSERIFORMES,Passeridae,Passer,18,130,5,2368.26048,12.315432142857144,0.9862173685125416,31.5,4300,4611660.97,Forest,2,1,Herbivore,Granivore,Terrestrial,0.07858048162230671,0.9214195183776933,1.4065333665733273,1,1,1
Myophonus caeruleus,0.01571357059582112,9.344518387548026e-4,0.028000281344408007,0.975,Winner,404.47499999999997,503.415,98.94000000000005,PASSERIFORMES,Muscicapidae,Myophonus,173,316,4,13756.23,14.857198412698413,1.1343535928859318,20.7,3000,6946443.79,Forest,1,1,Carnivore,Omnivore,Terrestrial,0.1761723700887199,0.8238276299112801,1.3074234354297427,1,1,1
Pyrrhocorax pyrrhocorax,0.006543200433928855,-0.005552998758142996,0.01865481462383216,0.875,Neutral,621.44,662.04,40.59999999999991,PASSERIFORMES,Corvidae,Pyrrhocorax,347.5,415,4.5,16793.28,20.3,1.998631074606434,39,6000,12981520.53,Rock,3,2,Carnivore,Invertivore,Terrestrial,0.47275031685678076,0.5272496831432192,1.3139783766576338,4,2,2
Saxicola stejnegeri,0.04028091132274508,0.020208961551693893,0.06963741128135821,1,Winner,511.965,765.255,253.29000000000002,PASSERIFORMES,Muscicapidae,Saxicola,352.5397325000001,404.7277202380952,3.5047865736615744,22228.708257323044,19.407551785714286,1.791615658886706,36.55492224025974,3000,8134562.970940198,NA,2,NA,NA,NA,NA,NA,0.8238276299112801,1.3094850560848028,2,NA,2
Horornis fortipes,0.023855725184442643,0.011120964448474512,0.03716711998587705,1,Winner,289.955,413.11999999999995,123.16499999999996,PASSERIFORMES,Scotocercidae,Horornis,11.5,118,4,1949.22,11.056706979458454,1.0453583542474691,11.3,1585,2424335.04,Forest,1,2,Carnivore,Invertivore,Generalist,0.47275031685678076,0.5272496831432192,1.3751111627904744,1,2,2
Pardaliparus venustulus,-0.004991117972983238,-0.02715529346441226,0.017064294447256607,0.335,Neutral,545.4350000000001,546.03,0.5949999999999136,PASSERIFORMES,Paridae,Pardaliparus,11.5,98,6,1673.055,10.72611527777778,1.0238883565290111,24.3,2700,1615993.56,Forest,2,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3278140985673526,1,1,1
Streptopelia decaocto,0.040892176925587095,0.02367786176907569,0.05972491505290208,1,Winner,472.68499999999995,731.9649999999999,259.28,COLUMBIFORMES,Columbidae,Streptopelia,185,312.5,2,11721.84,17.9,0.999315537303217,35.4,2400,19265912.02,Human Modified,3,1,Herbivore,Omnivore,Terrestrial,0.1761723700887199,0.8238276299112801,1.2994744119188393,4,1,1
Pycnonotus xanthorrhous,0.02838038706568383,0.017113199269670955,0.039006079237417786,1,Winner,137.97,334.08500000000004,196.11500000000004,PASSERIFORMES,Pycnonotidae,Pycnonotus,33.5,194,3.5,3011.499,12.277375595238096,1.2054041860869358,15.8,1300,1741022.34,Shrubland,2,1,Herbivore,Frugivore,Insessorial,0.021546261089987327,0.9784537389100126,1.3945927627046493,2,1,1
Eophona migratoria,0.015439748353374909,-0.0038400638987317747,0.03570963793326514,0.915,Neutral,463.485,553.11,89.625,PASSERIFORMES,Fringillidae,Eophona,50.25,190.5,4.5,5418.75,12.045080790043292,1.0138053409819303,33.1,1000,3312437.98,Forest,2,1,Herbivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,1.3142463781195075,1,1,1
Emberiza elegans,0.020984517013287438,-0.0021356144896732313,0.04277404998590218,0.95,Neutral,374.15000000000003,593.115,218.96499999999997,PASSERIFORMES,Emberizidae,Emberiza,18.5,145,6,2611.2,10.777111652236655,0.9940771786013044,17.7,1000,3012325.14,Woodland,3,2,Omnivore,Omnivore,Terrestrial,0.1761723700887199,0.8238276299112801,1.352594698812806,1.5,2,2
Mareca strepera,0.05187113260333164,0.02240235556373644,0.07807502535658854,1,Winner,642.25,1043.595,401.345,ANSERIFORMES,Anatidae,Mareca,887.5,517.5,10,75826.319564279,23.218036706349213,1.5473263674685638,54.8,2730,18552362.65,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,0.024081115335868188,0.9759188846641318,1.336335279351336,3,2,2
Pterorhinus sannio,0.040552961677336574,0.02861132968804217,0.04986995714159402,1,Winner,70.115,306.01,235.89499999999998,PASSERIFORMES,Leiothrichidae,Pterorhinus,142.4976305581021,277.32755402930394,3.5,13045.224293132156,14.585199801587304,1.225005959171255,31.86497857142857,1230,6854616.25682492,NA,2,NA,NA,NA,NA,NA,0.8238276299112801,1.2942449431107557,2,NA,2
Lonchura striata,0.015885905348483453,0.005836547952830182,0.02766218905379002,0.995,Winner,290.81,357.15000000000003,66.34000000000003,PASSERIFORMES,Estrildidae,Lonchura,12,109.5,5,898.24464,10,1.0642341215518805,20.9,2260,5429668.12,Shrubland,3,1,Herbivore,Granivore,Insessorial,0.07858048162230671,0.9214195183776933,1.1613179102066238,2,1,1
Tringa nebularia,0.035998831624900786,0.009289974004606452,0.05746344271916275,0.99,Winner,477.425,793.255,315.83,CHARADRIIFORMES,Scolopacidae,Tringa,239,320,4,29743.2,24.4,0.999315537303217,52.1,1200,12134126.53,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.3165149024366771,3,3,3
Motacilla tschutschensis,0.03343608445720195,0.008332568702107575,0.061002771133417795,1,Winner,828.855,1036.015,207.16000000000008,PASSERIFORMES,Motacillidae,Motacilla,19,170,5,3373.65,8.833597853535355,0.9873049661571192,33.5,1300,9215280.51,Grassland,3,3,Carnivore,Invertivore,Terrestrial,0.47275031685678076,0.5272496831432192,1.323096162159043,2.5,3,3
Hypsipetes leucocephalus,0.008349299882719532,-0.001523963164289082,0.016635645116390065,0.95,Neutral,306.33000000000004,360.89500000000004,54.565,PASSERIFORMES,Pycnonotidae,Hypsipetes,54,246,3,4106.95687875,14.980297023809522,1.439432034483881,24.7,1600,4614841.53,Forest,1,3,Herbivore,Frugivore,Insessorial,0.021546261089987327,0.9784537389100126,1.3624019347786387,1,3,3
Urocissa erythroryncha,0.08943331083087258,0.0798128588765166,0.09803087243649565,1,Winner,1.4449999999999998,531.62,530.175,PASSERIFORMES,Corvidae,Urocissa,175,572,4.5,9209.87325,16.957413492063488,1.427070787566679,19.3,1500,4461983.11,Forest,1,1,Carnivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,1.3220235988306634,1,1,1
Delichon dasypus,-0.03394744761579627,-0.11082197320746669,-0.001200513812951418,0.02,Loser,861.3100000000001,652.5749999999999,-208.73500000000013,PASSERIFORMES,Hirundinidae,Delichon,12.5,115,3,1821.771,11.986192821067824,1.4250404682396458,54.8,3500,3760523.9,Rock,2,3,Carnivore,Invertivore,Aerial,0.47275031685678076,0.5272496831432192,1.30180336314056,4,3,3
Carpodacus erythrinus,0.007893490016741498,-0.015561028197196704,0.031082868459506065,0.73,Neutral,890.755,993.48,102.72500000000002,PASSERIFORMES,Fringillidae,Carpodacus,22.5,147.5,4.5,2592.2688,9,0.999315537303217,30.8,4350,23264611.24,Shrubland,2,3,Herbivore,Granivore,Insessorial,0.07858048162230671,0.9214195183776933,1.2616893288397997,2,3,3
Tringa totanus,0.03722774752388814,0.01531537555519667,0.06344633671925001,1,Winner,461.07,784.05,322.97999999999996,CHARADRIIFORMES,Scolopacidae,Tringa,127,271.5,4,25589.76,26.9,0.999315537303217,47.2,3100,19709237.23,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.2741715971644685,3,3,3
Motacilla citreola,0.036464841277448076,0.009402571280105057,0.05805600339598162,0.995,Winner,737.7349999999999,1045.2649999999999,307.53,PASSERIFORMES,Motacillidae,Motacilla,21.5,172.5,4.5,2872.32,11.083961273448775,1.0815409210912268,28.2,4600,16401945.75,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.2938485936945738,3,3,3
Falco peregrinus,0.02648727034211814,-0.00742918893265091,0.06569179620085909,0.92,Neutral,1071.785,1205.715,133.92999999999984,FALCONIFORMES,Falconidae,Falco,736,435,3,54693.42,25,0.999315537303217,52.2,4000,38088662.45,Grassland,3,2,Carnivore,Vertivore,Aerial,0.05449936628643853,0.9455006337135614,1.3285702306445262,2.5,2,2
Aythya ferina,0.03652993973148918,0.00765011498514535,0.06406629767072854,0.995,Winner,668.55,970.835,302.2850000000001,ANSERIFORMES,Anatidae,Aythya,866,448,8,65567.538,23.2,0.999315537303217,50.1,2690,16611109.18,Wetland,3,1,Herbivore,Herbivore aquatic,Aquatic,0.024081115335868188,0.9759188846641318,1.3184414008846588,3,1,1
Vanellus cinereus,0.07629976507551504,0.05221175062402236,0.09955301756998804,1,Winner,298.06,789.0400000000001,490.9800000000001,CHARADRIIFORMES,Charadriidae,Vanellus,263.5,335,4,37228.90248,19.60900351731602,1.565411492454613,45.2,1300,549695.13,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.3668489807104696,3,3,3
Vanellus vanellus,0.045873158990178256,0.023709733123531647,0.06588818998701534,1,Winner,401.77000000000004,771.165,369.3949999999999,CHARADRIIFORMES,Charadriidae,Vanellus,222.5,320,4,22596.8913,24.5,1.998631074606434,40.2,1300,18594755.95,Wetland,3,2,Carnivore,Omnivore,Terrestrial,0.1761723700887199,0.8238276299112801,1.3339245063225476,3,2,2
Tringa glareola,0.011639947602636862,-0.02118769637855418,0.041221462294235504,0.78,Neutral,945.79,1034.255,88.46500000000015,CHARADRIIFORMES,Scolopacidae,Tringa,62,212.5,4,16793.28,11.7,0.999315537303217,48.4,1000,16979550.25,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.302079782154373,3,3,3
Falco subbuteo,0.022496447583196154,-0.00859481398073994,0.04542422719214138,0.95,Neutral,934.36,1128.0049999999999,193.64499999999987,FALCONIFORMES,Falconidae,Falco,171,310,3,22456.32,14.9,0.999315537303217,57.8,4000,28255832.68,Woodland,3,3,Carnivore,Invertivore,Aerial,0.47275031685678076,0.5272496831432192,1.3337302981424082,1.5,3,3
Ixos mcclellandii,0.031016832164508547,0.02005877220269937,0.040016365740558967,1,Winner,213.45000000000002,364.01500000000004,150.56500000000003,PASSERIFORMES,Pycnonotidae,Ixos,40,226,3,5338.15419,13.33801607142857,1.2738730701954497,18.1,1900,2391920.69,Woodland,1,1,Omnivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,1.4659508684977913,1.5,1,1
Gallinago gallinago,0.03391262720168815,0.0024041575151650648,0.06120236508408497,0.98,Winner,658.9449999999999,937.5550000000001,278.6100000000001,CHARADRIIFORMES,Scolopacidae,Gallinago,132,273,4,21074.73,18.2,0.999315537303217,44.3,2800,20105909.91,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.3200327269370713,3,3,3
Lonchura punctulata,0.02012346619591548,0.01204518539582808,0.02803726961938524,1,Winner,240.58,330.04999999999995,89.46999999999994,PASSERIFORMES,Estrildidae,Lonchura,14,113.5,6,1093.6134,11.14337996031746,1.0924734879349849,22,3000,7189322.58,Grassland,2,1,Herbivore,Granivore,Generalist,0.07858048162230671,0.9214195183776933,0.8455795896330116,2.5,1,1
Apus pacificus,-0.002631966661612133,-0.03617657541214053,0.023407023927456767,0.47,Neutral,1024.8700000000001,1029.005,4.134999999999991,CAPRIMULGIFORMES,Apodidae,Apus,43,187.5,2.5,4126.92,16.076197222222227,1.7357220083893592,69.4,3000,15859868.87,Woodland,1,2,Carnivore,Invertivore,Aerial,0.47275031685678076,0.5272496831432192,1.353087900256714,1.5,2,2
Apus nipalensis,0.024243245973776483,0.013180927869664058,0.03690107463116675,1,Winner,258.27500000000003,418.765,160.48999999999995,CAPRIMULGIFORMES,Apodidae,Apus,28,126.5,3,2604.825,14.46593421717172,1.9191893551729284,67.6,2100,5768014.18,Human Modified,1,3,Carnivore,Invertivore,Aerial,0.47275031685678076,0.5272496831432192,1.1319445903066419,4,3,3
Eudynamys scolopaceus,0.021221040813412015,0.008823618991962247,0.03264910761887899,1,Winner,419.165,521.74,102.57499999999999,CUCULIFORMES,Cuculidae,Eudynamys,208.5,400,1,2928.35470306392,18.32413313492063,1.5355350271068948,31.4,1800,9692360.68,Woodland,2,2,Herbivore,Frugivore,Insessorial,0.021546261089987327,0.9784537389100126,1.3454860182813864,1.5,2,2
Chlidonias hybrida,0.07361827568069315,0.052489697781332376,0.09377753479989698,1,Winner,365.83000000000004,870.69,504.86,CHARADRIIFORMES,Laridae,Chlidonias,90,253,3,21332.025,16,2.0414645491781003,63.6,2000,10089513.85,Wetland,3,3,Carnivore,Aquatic predator,Aerial,0.14702154626108999,0.85297845373891,1.2952750735480019,3,3,3
Oriolus chinensis,0.019134457299644046,0.003392107168620724,0.03349141079934341,1,Winner,653.09,748.54,95.44999999999993,PASSERIFORMES,Oriolidae,Oriolus,84,243,4,11504.18475,29,1.488401826612812,29.1,1600,5911861.17,Forest,2,2,Omnivore,Frugivore,Insessorial,0.021546261089987327,0.9784537389100126,1.35607702850337,1,2,2
Periparus ater,0.006577689706356774,-0.02197039134056192,0.028278429638869597,0.72,Neutral,517.39,581.215,63.825000000000045,PASSERIFORMES,Paridae,Periparus,8.75,105,9.5,1056.83424,9.5,0.999315537303217,21.9,4570,18987457.58,Forest,1,1,Omnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3144490790167087,1,1,1
Amaurornis phoenicurus,0.01706887510498202,6.527237059841584e-4,0.03130578318728755,0.98,Winner,310.88,399.97,89.09000000000003,GRUIFORMES,Rallidae,Amaurornis,216.5,313,6,18360,15.654328373015874,1.2750762822811064,23.2,2000,9839893.66,Wetland,2,1,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.1458174674543153,3,1,1
Charadrius alexandrinus,0.04112621122286092,0.017012191856787994,0.06151377734841633,1,Winner,281.115,626.395,345.28,CHARADRIIFORMES,Charadriidae,Charadrius,40.5,165,4,11866.41768609,19,0.8774811772758385,55,3000,13539453.43,Coastal,3,2,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.2875659301245437,3,2,2
Apus apus,0.003942966171175603,-0.01198515144265852,0.018122236994111165,0.73,Neutral,769.9,798.06,28.159999999999968,CAPRIMULGIFORMES,Apodidae,Apus,34.5,176,3,3832.14,21.1,1.998631074606434,71.6,4000,24779919.71,Human Modified,1,3,Carnivore,Invertivore,Aerial,0.47275031685678076,0.5272496831432192,1.3540608947311044,4,3,3
Falco amurensis,0.05413077035360152,0.04117560870178039,0.06775119987362804,1,Winner,309.83000000000004,619.22,309.39,FALCONIFORMES,Falconidae,Falco,137,275,4,21558.42624,15.47607162698413,1.500893725314154,52.9,500,2793291.94,Grassland,3,3,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3437925926965686,2.5,3,3
Spatula clypeata,0.05208160146833885,0.018426857518754627,0.080391648140507,1,Winner,575.985,1043.2350000000001,467.2500000000001,ANSERIFORMES,Anatidae,Spatula,550,484,10,44991.18,22.008214880952387,1.5151848592505666,58,4000,27068888.24,Wetland,3,3,Omnivore,Aquatic predator,Aquatic,0.14702154626108999,0.85297845373891,1.3062975078147114,3,3,3
Aegithalos glaucogularis,0.04521294095465039,0.03152670067318183,0.059356818267393356,1,Winner,225.63,488.095,262.46500000000003,PASSERIFORMES,Aegithalidae,Aegithalos,9,142,9.5,1011.7125,10.088103463203462,1.064727920645783,19.9,3020,1794376.61,Forest,2,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3472288813350888,1,1,1
Abroscopus albogularis,0.03191188394145885,0.019491989518438602,0.04553720748465359,1,Winner,187.655,346.96,159.30499999999998,PASSERIFORMES,Scotocercidae,Abroscopus,6,92.5,4.5,1138.32,11.440789880952384,1.4105592912107268,13.3,600,1704650.6,Forest,1,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.4118695676141497,1,1,1
Cuculus micropterus,0.023871244558776608,0.006819447246265687,0.03789878628874684,0.99,Winner,603.98,733.74,129.76,CUCULIFORMES,Cuculidae,Cuculus,123,323.5,1,2928.35470306392,14.360315873015873,1.2547013624067,45.1,2100,10050685.23,Forest,1,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3639501139913073,1,1,1
Turdus eunomus,0.014798575078973728,-0.013891965693567194,0.039439899951039026,0.885,Neutral,625.8,733.695,107.8950000000001,PASSERIFORMES,Turdidae,Turdus,77,226,5.5,4370.69458125,15.2396006302521,1.0292761779820274,33.1,3000,4386800.98,Forest,2,3,Omnivore,Invertivore,Generalist,0.47275031685678076,0.5272496831432192,1.2960961890724478,1,3,3
Lanius tephronotus,0.0011741569233145437,-0.011231740349159362,0.012000868017440002,0.58,Neutral,472.28000000000003,490.185,17.904999999999973,PASSERIFORMES,Laniidae,Lanius,46,224.5,5,5129.1873,10.17756388888889,1.0818503525526089,20.6,1800,1356194.63,Grassland,3,3,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3014115041546388,2.5,3,3
Emberiza cioides,0.028902511169990396,0.010530016740353695,0.04790900591474134,1,Winner,460.04,651.29,191.24999999999994,PASSERIFORMES,Emberizidae,Emberiza,24,161,4.5,2603.62038,11.432960912698416,0.9838687515617676,22.1,1700,10532097.13,Grassland,3,2,Herbivore,Granivore,Terrestrial,0.07858048162230671,0.9214195183776933,1.3644711963065579,2.5,2,2
Phoenicurus ochruros,0.008998153027515401,-0.0016296855289348875,0.018132207312441806,0.945,Neutral,441.305,489.09999999999997,47.79499999999996,PASSERIFORMES,Muscicapidae,Phoenicurus,19,146,5,2441.9871,10.2,0.999315537303217,23.1,5200,13764225.49,Rock,3,2,Omnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3267647188554046,4,2,2
Circus cyaneus,0.058696181894066515,0.02697087963134635,0.0901799880515233,1,Winner,665.4499999999999,1134.01,468.56000000000006,ACCIPITRIFORMES,Accipitridae,Circus,455,470,4.5,34413.55815,17.1,0.999315537303217,44.7,2500,17331412.86,Grassland,3,3,Carnivore,Vertivore,Aerial,0.05449936628643853,0.9455006337135614,1.3115345688610272,2.5,3,3
Aythya fuligula,0.020977431986595966,-0.012706148597597914,0.058701130571321106,0.83,Neutral,815.16,1064.1,248.93999999999994,ANSERIFORMES,Anatidae,Aythya,657.5,403,9,50581.29,45.2,0.999315537303217,50.1,3000,20377977.97,Wetland,3,2,Omnivore,Herbivore aquatic,Aquatic,0.024081115335868188,0.9759188846641318,1.3201881774311703,3,2,2
Accipiter trivirgatus,0.02802167501055023,0.008891435345032733,0.043544889269599985,1,Winner,281.37,416.835,135.46499999999997,ACCIPITRIFORMES,Accipitridae,Accipiter,370,410,2.5,46294.74,20.87934861111111,1.9035093325945496,23,1800,3366430.69,Forest,1,1,Carnivore,Vertivore,Insessorial,0.05449936628643853,0.9455006337135614,1.2263785053428484,1,1,1
Mareca penelope,0.04615755575304436,0.012096708656221892,0.07830337834339879,0.995,Winner,548.73,1018.275,469.54499999999996,ANSERIFORMES,Anatidae,Mareca,725,489,8.5,51438.6,22.67571686507937,1.5319235829004807,57.2,3650,16342850.08,Wetland,3,3,Herbivore,Omnivore,Terrestrial,0.1761723700887199,0.8238276299112801,1.3343477389185747,3,3,3
Pernis ptilorhynchus,0.0585516912174668,0.019925982226199956,0.09362719430084428,1,Winner,522.3249999999999,1047.185,524.86,ACCIPITRIFORMES,Accipitridae,Pernis,1400,550,2,47680.92,21.966901136363628,2.0637581298464256,32,2000,11263289.52,Woodland,2,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.2678558110245368,1.5,1,1
Anthus richardi,0.007567364568614327,-0.02812053566381301,0.03422692384987887,0.73,Neutral,928.99,1015.415,86.42499999999995,PASSERIFORMES,Motacillidae,Anthus,31.5,175.5,5,4196.28,9.72208154761905,0.9955934916289096,29.3,1800,13319039.29,Grassland,3,3,Carnivore,Invertivore,Terrestrial,0.47275031685678076,0.5272496831432192,1.3363596446310853,2.5,3,3
Leiothrix lutea,-5.322985498160634e-4,-0.015829311737718135,0.01608090223070176,0.485,Neutral,280.995,287.735,6.740000000000009,PASSERIFORMES,Leiothrichidae,Leiothrix,21,141.5,3.5,3333.22128,15,1.0519833936312353,12.8,2300,2885282.76,Shrubland,1,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.209216561917182,2,1,1
Ficedula albicilla,0.0015323650707140958,-0.021435776863954918,0.0261508551306265,0.59,Neutral,963.105,974.56,11.454999999999927,PASSERIFORMES,Muscicapidae,Ficedula,10.5,120,5.5,1508.325,9.42029920634921,1.0068358593266156,26.6,2296.837164779665,10678211.07,Woodland,2,3,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.324047134385627,1.5,3,3
Anthus spinoletta,0.043657827255202335,0.018022006338126062,0.0726122711210684,0.995,Winner,812.3449999999999,1087.775,275.4300000000002,PASSERIFORMES,Motacillidae,Anthus,22.5,164,5,3170.74446,8.8,0.9938398357289528,23.4,3200,3806294.97,Grassland,3,3,Carnivore,Invertivore,Terrestrial,0.47275031685678076,0.5272496831432192,1.337325077175208,2.5,3,3
Emberiza godlewskii,-0.012594005878899766,-0.030930667892785618,0.0031361833589331352,0.06,Neutral,615.39,541.075,-74.31499999999994,PASSERIFORMES,Emberizidae,Emberiza,19,161.5,4,2868.21834803245,11.070985912698411,0.9970075725476116,21.4,3700,5814242.22,Shrubland,2,2,Omnivore,Granivore,Terrestrial,0.07858048162230671,0.9214195183776933,1.2876929523916014,2,2,2
Alauda gulgula,-0.032003577335008734,-0.06429454441009541,-0.004497985610473256,0.015,Loser,780.755,600.755,-180,PASSERIFORMES,Alaudidae,Alauda,32,152.5,4,2759.16834,10.479040367965364,1.0405504248014494,27.5,4300,11895680.09,Grassland,3,2,Omnivore,Omnivore,Terrestrial,0.1761723700887199,0.8238276299112801,1.3355633210771212,2.5,2,2
Aythya nyroca,0.05829724559668241,0.0288980717579558,0.08481821399371203,1,Winner,491.125,1014.765,523.64,ANSERIFORMES,Anatidae,Aythya,650,400.5,9,31411.2468,19.497104563492066,1.26436966689482,48.9,4200,6827514.86,Wetland,3,3,Herbivore,Herbivore aquatic,Aquatic,0.024081115335868188,0.9759188846641318,1.3111522940204476,3,3,3
Gyps himalayensis,0.0034200589281942182,-0.0037595060822863307,0.009877882333349988,0.81,Neutral,433.83,451.00000000000006,17.170000000000073,ACCIPITRIFORMES,Accipitridae,Gyps,10000,1349.5,1,236905.2,38.83195416666667,4.56581495654699,35.5,2500,3859146.13,Rock,3,1,Scavenger,Scavenger,Terrestrial,0.0038022813688212928,0.9961977186311787,1.3436150134299083,4,1,1
Anas acuta,0.04025325649639299,0.0026475448358172066,0.08077816912554862,0.975,Winner,543.155,1209.095,665.94,ANSERIFORMES,Anatidae,Anas,855,572.5,8.5,44991.18,27.4,0.6570841889117043,57.8,4000,28403500.77,Wetland,3,3,Herbivore,Herbivore aquatic,Aquatic,0.024081115335868188,0.9759188846641318,1.3348277703561424,3,3,3
Ixobrychus sinensis,0.03172111707399838,0.005661202643861439,0.05800247244567649,0.995,Winner,467.565,639.145,171.57999999999998,PELECANIFORMES,Ardeidae,Ixobrychus,76,330,7,13467.1875,13.421683297258296,1.1848762942320423,31,1500,8593201.95,Wetland,1,3,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.3448380193262792,3,3,3
Parus monticolus,0.007293036739061957,-0.005804763649554028,0.018535091302949617,0.895,Neutral,96.51499999999999,160.375,63.860000000000014,PASSERIFORMES,Paridae,Parus,12,124,5,1428.84864,10.018441666666662,1.044113840813531,15.7,3860,1684621.77,Forest,1,1,Omnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.4098927133895258,1,1,1
Alauda arvensis,0.059643945804035516,0.038049058429304394,0.07975390245812011,1,Winner,437.265,833.25,395.985,PASSERIFORMES,Alaudidae,Alauda,34,171.5,4,4295.15625,10.1,0.999315537303217,33.6,3500,26018285.25,Grassland,3,2,Omnivore,Omnivore,Terrestrial,0.1761723700887199,0.8238276299112801,1.3462122185308396,2.5,2,2
Dicrurus hottentottus,-0.0025490083225403483,-0.01858109448941347,0.014094527219540721,0.385,Neutral,471.185,460.17499999999995,-11.010000000000048,PASSERIFORMES,Dicruridae,Dicrurus,85,310,3.5,9307.755,13.265770472582972,1.0857896282172446,24.5,1500,7425702.56,Forest,1,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.242717801866816,1,1,1
Acrocephalus orientalis,0.046351079934955866,0.021098501490820407,0.07008150881459235,1,Winner,440.57,700.895,260.325,PASSERIFORMES,Acrocephalidae,Acrocephalus,29,187,5,3141.18384,9.613999801587306,1.0257144568299568,20.9,1000,5305557.13,Wetland,3,3,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3300993094271558,3,3,3
Enicurus leschenaulti,0.016365376473977015,4.1876083037942305e-4,0.030959538227503997,0.975,Winner,222.555,316.95,94.39499999999998,PASSERIFORMES,Muscicapidae,Enicurus,47,278.5,3,3859.463409375,14.46347216810967,1.7329006805613567,20.2,450,6166589.04,Riverine,3,1,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.4409640370219028,3,1,1
Bambusicola thoracicus,0.02317516242829968,0.010304001833947921,0.035501636730135844,1,Winner,102.375,244.66,142.285,GALLIFORMES,Phasianidae,Bambusicola,283.5,307.5,8.5,12640.86,13.530592370129868,1.106027758764924,23.9,1000,1284965.77,Forest,2,1,Herbivore,Omnivore,Terrestrial,0.1761723700887199,0.8238276299112801,1.4166856373617664,1,1,1
Elanus caeruleus,0.030607429540438044,0.016492815991727017,0.04132978927192539,1,Winner,130.495,326.7,196.20499999999998,ACCIPITRIFORMES,Accipitridae,Elanus,230,325,4,19114.29,6,0.9938398357289528,45.2,3000,26685941.8,Grassland,3,2,Carnivore,Vertivore,Aerial,0.05449936628643853,0.9455006337135614,1.3830114711635948,2.5,2,2
Picumnus innominatus,0.015702464292291798,0.0012492333617528043,0.030834827614929994,0.98,Winner,318.6,405.255,86.65499999999997,PICIFORMES,Picidae,Picumnus,13,103,3.5,1101.6,9.905089285714284,1.0738993486739867,10.7,2100,4531626.73,Forest,1,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.5137805126765043,1,1,1
